SeqID,Ini_Species,TaxID,mol_type,length,Ini_sciname,kew_id,family,genus,species,infraspecies,sci_name,rank,taxonomic_status,accepted_kew_id,accepted_name,reviewed
AY952384.1,Vallisneria asiatica,451758,genomic DNA,1718,Vallisneria asiatica,431989-1,Hydrocharitaceae,Vallisneria,natans,,Vallisneria natans,SPECIES,Synonym,,,
AY952385.1,Typha angustifolia,59011,genomic DNA,1669,Typha angustifolia,259280-2,Typhaceae,Typha,angustifolia,,Typha angustifolia,SPECIES,Accepted,,,
AY952386.1,Thalassia hemprichii,55496,genomic DNA,1675,Thalassia hemprichii,431946-1,Hydrocharitaceae,Thalassia,hemprichii,,Thalassia hemprichii,SPECIES,Accepted,,,
AY952387.1,Sparganium glomeratum,319741,genomic DNA,1676,Sparganium glomeratum,836764-1,Typhaceae,Sparganium,glomeratum,,Sparganium glomeratum,SPECIES,Accepted,,,
AY952389.1,Potamogeton perfoliatus,55320,genomic DNA,1783,Potamogeton perfoliatus,208899-2,Potamogetonaceae,Potamogeton,perfoliatus,,Potamogeton perfoliatus,SPECIES,Accepted,,,
AY952390.1,Philydrum lanuginosum,44976,genomic DNA,1725,Philydrum lanuginosum,676146-1,Philydraceae,Philydrum,lanuginosum,,Philydrum lanuginosum,SPECIES,Accepted,,,
AY952391.1,Pandanus tectorius,4726,genomic DNA,1769,Pandanus tectorius,895770-1,Pandanaceae,Pandanus,tectorius,,Pandanus tectorius,SPECIES,Accepted,,,
AY952392.1,Ottelia acuminata,319739,genomic DNA,1764,Ottelia acuminata,431848-1,Hydrocharitaceae,Ottelia,acuminata,,Ottelia acuminata,SPECIES,Accepted,,,
AY952393.1,Magnolia fordiana,13606,genomic DNA,1647,Magnolia fordiana,554706-1,Magnoliaceae,Magnolia,fordiana,,Magnolia fordiana,SPECIES,Accepted,,,
AY952394.1,Livistona chinensis,115492,genomic DNA,1664,Livistona chinensis,668021-1,Arecaceae,Livistona,chinensis,,Livistona chinensis,SPECIES,Accepted,,,
AY952395.1,Limnocharis flava,55477,genomic DNA,1692,Limnocharis flava,58404-1,Alismataceae,Limnocharis,flava,,Limnocharis flava,SPECIES,Accepted,,,
AY952396.1,Iris japonica,203638,genomic DNA,1671,Iris japonica,438741-1,Iridaceae,Iris,japonica,,Iris japonica,SPECIES,Accepted,,,
AY952397.1,Hydrocleys nymphoides,55466,genomic DNA,1716,Hydrocleys nymphoides,58399-1,Alismataceae,Hydrocleys,nymphoides,,Hydrocleys nymphoides,SPECIES,Accepted,,,
AY952398.1,Hydrocharis dubia,62340,genomic DNA,1659,Hydrocharis dubia,431797-1,Hydrocharitaceae,Hydrocharis,dubia,,Hydrocharis dubia,SPECIES,Accepted,,,
AY952399.1,Hydrilla verticillata,51024,genomic DNA,1768,Hydrilla verticillata,114224-3,Hydrocharitaceae,Hydrilla,verticillata,,Hydrilla verticillata,SPECIES,Accepted,,,
AY952400.1,Halophila ovalis,62339,genomic DNA,1670,Halophila ovalis,431761-1,Hydrocharitaceae,Halophila,ovalis,,Halophila ovalis,SPECIES,Accepted,,,
AY952401.1,Halodule uninervis,319738,genomic DNA,1660,Halodule uninervis,602956-1,Cymodoceaceae,Halodule,uninervis,,Halodule uninervis,SPECIES,Accepted,,,
AY952402.1,Eriocaulon aquaticum,72646,genomic DNA,1769,Eriocaulon aquaticum,1060148-2,Eriocaulaceae,Eriocaulon,aquaticum,,Eriocaulon aquaticum,SPECIES,Accepted,,,
AY952403.1,Enhalus acoroides,55455,genomic DNA,1656,Enhalus acoroides,160634-3,Hydrocharitaceae,Enhalus,acoroides,,Enhalus acoroides,SPECIES,Accepted,,,
AY952404.1,Cyperus alternifolius,4611,genomic DNA,1666,Cyperus alternifolius,303729-1,Cyperaceae,Cyperus,alternifolius,,Cyperus alternifolius,SPECIES,Accepted,,,
AY952405.1,Caldesia oligococca,229534,genomic DNA,1669,Caldesia oligococca,77163628-1,Alismataceae,Albidella,oligococca,,Albidella oligococca,SPECIES,Homotypic_Synonym,,,
AY952406.1,Blyxa japonica,62338,genomic DNA,1678,Blyxa japonica,431629-1,Hydrocharitaceae,Blyxa,japonica,,Blyxa japonica,SPECIES,Accepted,,,
AY952407.1,Billbergia pyramidalis,319737,genomic DNA,1745,Billbergia pyramidalis,122179-1,Bromeliaceae,Billbergia,pyramidalis,,Billbergia pyramidalis,SPECIES,Accepted,,,
AY952408.1,Asarum caudigerum,76084,genomic DNA,1673,Asarum caudigerum,93472-1,Aristolochiaceae,Asarum,caudigerum,,Asarum caudigerum,SPECIES,Accepted,,,
AY952409.1,Areca triandra,115441,genomic DNA,1750,Areca triandra,664230-1,Arecaceae,Areca,triandra,,Areca triandra,SPECIES,Accepted,,,
AY952410.1,Amischotolype hispida,319736,genomic DNA,1723,Amischotolype hispida,171501-1,Commelinaceae,Amischotolype,hispida,,Amischotolype hispida,SPECIES,Accepted,,,
AY952411.1,Acanthochlamys bracteata,145231,genomic DNA,1773,Acanthochlamys bracteata,957775-1,Velloziaceae,Acanthochlamys,bracteata,,Acanthochlamys bracteata,SPECIES,Accepted,,,
AY957441.1,Dendrophthoe curvata,234927,genomic DNA,1739,Dendrophthoe curvata,548253-1,Loranthaceae,Dendrophthoe,curvata,,Dendrophthoe curvata,SPECIES,Accepted,,,
AY957442.1,Cynomorium coccineum,51503,genomic DNA,1739,Cynomorium coccineum,103330-1,Cynomoriaceae,Cynomorium,coccineum,,Cynomorium coccineum,SPECIES,Accepted,,,
AY957443.1,Dactylanthus taylorii,328070,genomic DNA,1742,Dactylanthus taylorii,103338-1,Balanophoraceae,Dactylanthus,taylorii,,Dactylanthus taylorii,SPECIES,Accepted,,,
AY957444.1,Hachettea austrocaledonica,328067,genomic DNA,1742,Hachettea austrocaledonica,103342-1,Balanophoraceae,Hachettea,austrocaledonica,,Hachettea austrocaledonica,SPECIES,Accepted,,,
AY957445.1,Mystropetalon thomii,328069,genomic DNA,1737,Mystropetalon thomii,103378-1,Balanophoraceae,Mystropetalon,thomii,,Mystropetalon thomii,SPECIES,Accepted,,,
AY968390.1,Anisophyllea corneri,68824,genomic DNA,1785,Anisophyllea corneri,719468-1,Anisophylleaceae,Anisophyllea,corneri,,Anisophyllea corneri,SPECIES,Accepted,,,
AY968391.2,Begonia herbacea,48227,genomic DNA,1736,Begonia herbacea,30617-2,Begoniaceae,Begonia,herbacea,,Begonia herbacea,SPECIES,Accepted,,,
AY968392.2,Begonia oxyloba,48226,genomic DNA,1745,Begonia oxyloba,105331-1,Begoniaceae,Begonia,oxyloba,,Begonia oxyloba,SPECIES,Accepted,,,
AY968393.1,Combretocarpus rotundatus,61144,genomic DNA,1771,Combretocarpus rotundatus,719716-1,Anisophylleaceae,Combretocarpus,rotundatus,,Combretocarpus rotundatus,SPECIES,Accepted,,,
AY968395.1,Coriaria microphylla,79759,genomic DNA,1781,Coriaria microphylla,66026-2,Coriariaceae,Coriaria,ruscifolia,microphylla,Coriaria ruscifolia subsp. microphylla,SUBSPECIES,Homotypic_Synonym,,,
AY968396.1,Coriaria sarmentosa,79765,genomic DNA,1785,Coriaria sarmentosa,60471364-2,Coriariaceae,Coriaria,sarmentosa,,Coriaria sarmentosa,SPECIES,Accepted,,,
AY968397.1,Dendrosicyos socotranus,229694,genomic DNA,1782,Dendrosicyos socotranus,292552-1,Cucurbitaceae,Dendrosicyos,socotranus,,Dendrosicyos socotranus,SPECIES,Accepted,,,
AY968398.1,Hillebrandia sandwicensis,48236,genomic DNA,1786,Hillebrandia sandwicensis,106195-1,Begoniaceae,Hillebrandia,sandwicensis,,Hillebrandia sandwicensis,SPECIES,Accepted,,,
AY968399.1,Neoalsomitra sarcophylla,48238,genomic DNA,1785,Neoalsomitra sarcophylla,1024517-2,Cucurbitaceae,Neoalsomitra,sarcophylla,,Neoalsomitra sarcophylla,SPECIES,Accepted,,,
AY968400.1,Schizopepon bryoniifolius,328388,genomic DNA,1785,Schizopepon bryoniifolius,293867-1,Cucurbitaceae,Schizopepon,bryoniifolius,,Schizopepon bryoniifolius,SPECIES,Accepted,,,
AY973011.1,Coccinia sessilifolia,328384,genomic DNA,1723,Coccinia sessilifolia,292015-1,Cucurbitaceae,Coccinia,sessilifolia,,Coccinia sessilifolia,SPECIES,Accepted,,,
AY973012.1,Ecballium elaterium,3679,genomic DNA,1755,Ecballium elaterium,292573-1,Cucurbitaceae,Ecballium,elaterium,,Ecballium elaterium,SPECIES,Accepted,,,
AY973013.1,Gurania tubulosa,328385,genomic DNA,1762,Gurania tubulosa,292861-1,Cucurbitaceae,Gurania,tubulosa,,Gurania tubulosa,SPECIES,Accepted,,,
AY973014.1,Gynostemma pentaphyllum,182084,genomic DNA,1714,Gynostemma pentaphyllum,292905-1,Cucurbitaceae,Gynostemma,pentaphyllum,,Gynostemma pentaphyllum,SPECIES,Accepted,,,
AY973015.1,Marah macrocarpa,48242,genomic DNA,1759,Marah macrocarpa,152834-2,Cucurbitaceae,Marah,macrocarpa,,Marah macrocarpa,SPECIES,Accepted,,,
AY973016.1,Seyrigia humbertii,244770,genomic DNA,1761,Seyrigia humbertii,293897-1,Cucurbitaceae,Seyrigia,humbertii,,Seyrigia humbertii,SPECIES,Accepted,,,
AY973017.1,Xerosicyos danguyi,85297,genomic DNA,1754,Xerosicyos danguyi,294393-1,Cucurbitaceae,Xerosicyos,danguyi,,Xerosicyos danguyi,SPECIES,Accepted,,,
D16448.1,Ginkgo biloba,3311,genomic DNA,1732,Ginkgo biloba,262125-1,Ginkgoaceae,Ginkgo,biloba,,Ginkgo biloba,SPECIES,Accepted,,,
D29773.1,Trachycarpus wagnerianus,54807,genomic DNA,1732,Trachycarpus wagnerianus,670182-1,Arecaceae,Trachycarpus,fortunei,,Trachycarpus fortunei,SPECIES,Synonym,,,
D29774.1,Asarum hayatanum,54797,genomic DNA,1731,Asarum hayatanum,93512-1,Aristolochiaceae,Asarum,hypogynum,,Asarum hypogynum,SPECIES,Synonym,,,
D29775.1,Lilium formosanum,63788,genomic DNA,1730,Lilium formosanum,60467143-2,Liliaceae,Lilium,formosanum,,Lilium formosanum,SPECIES,Accepted,,,
D29776.1,Magnolia acuminata,3404,genomic DNA,1731,Magnolia acuminata,554627-1,Magnoliaceae,Magnolia,acuminata,,Magnolia acuminata,SPECIES,Accepted,,,
D29777.1,Nuphar shimadae,54802,genomic DNA,1731,Nuphar shimadae,605460-1,Nymphaeaceae,Nuphar,pumila,,Nuphar pumila,SPECIES,Synonym,,,
D29778.1,Piper kadsura,54803,genomic DNA,1730,Piper kadsura,681817-1,Piperaceae,Piper,kadsura,,Piper kadsura,SPECIES,Accepted,,,
D29779.1,Persicaria chinensis,54804,genomic DNA,1730,Persicaria chinensis,60433516-2,Polygonaceae,Persicaria,chinensis,,Persicaria chinensis,SPECIES,Accepted,,,
D29780.1,Ranunculus taisanensis,54805,genomic DNA,1732,Ranunculus taisanensis,713934-1,Ranunculaceae,Ranunculus,taisanensis,,Ranunculus taisanensis,SPECIES,Accepted,,,
D29782.1,Saururus chinensis,54806,genomic DNA,1731,Saururus chinensis,684080-1,Saururaceae,Saururus,chinensis,,Saururus chinensis,SPECIES,Accepted,,,
D29783.1,Cercidiphyllum japonicum,13413,genomic DNA,1731,Cercidiphyllum japonicum,77084481-1,Cercidiphyllaceae,Cercidiphyllum,japonicum,,Cercidiphyllum japonicum,SPECIES,Accepted,,,
D29785.1,Canna indica,4628,genomic DNA,1731,Canna indica,319130-2,Cannaceae,Canna,indica,,Canna indica,SPECIES,Accepted,,,
D29786.1,Ananas comosus,4615,genomic DNA,1732,Ananas comosus,12322-2,Bromeliaceae,Ananas,comosus,,Ananas comosus,SPECIES,Accepted,,,
D29787.1,Chloranthus spicatus,13006,genomic DNA,1731,Chloranthus spicatus,167824-1,Chloranthaceae,Chloranthus,spicatus,,Chloranthus spicatus,SPECIES,Accepted,,,
D38241.1,Cephalotaxus wilsoniana,50179,genomic DNA,1732,Cephalotaxus wilsoniana,261818-1,Taxaceae,Cephalotaxus,harringtonia,,Cephalotaxus harringtonia,SPECIES,Synonym,,,
D38242.1,Ephedra sinica,33152,genomic DNA,1734,Ephedra sinica,383460-1,Ephedraceae,Ephedra,sinica,,Ephedra sinica,SPECIES,Accepted,,,
D38243.1,Juniperus chinensis,50182,genomic DNA,1732,Juniperus chinensis,30044367-2,Cupressaceae,Juniperus,chinensis,,Juniperus chinensis,SPECIES,Accepted,,,
D38244.1,Phyllocladus trichomanoides,50184,genomic DNA,1733,Phyllocladus trichomanoides,262608-1,Podocarpaceae,Phyllocladus,trichomanoides,,Phyllocladus trichomanoides,SPECIES,Accepted,,,
D38245.1,Pinus elliottii,42064,genomic DNA,1734,Pinus elliottii,262921-1,Pinaceae,Pinus,elliottii,,Pinus elliottii,SPECIES,Accepted,,,
D38246.1,Pinus luchuensis,29805,genomic DNA,1734,Pinus luchuensis,677067-1,Pinaceae,Pinus,luchuensis,,Pinus luchuensis,SPECIES,Accepted,,,
D38247.1,Dacrycarpus imbricatus,50181,genomic DNA,1733,Dacrycarpus imbricatus,687949-1,Podocarpaceae,Dacrycarpus,imbricatus,,Dacrycarpus imbricatus,SPECIES,Accepted,,,
D38248.1,Amentotaxus formosana,50176,genomic DNA,1732,Amentotaxus formosana,828262-1,Taxaceae,Amentotaxus,formosana,,Amentotaxus formosana,SPECIES,Accepted,,,
D38249.1,Torreya nucifera,50189,genomic DNA,1732,Torreya nucifera,263999-1,Taxaceae,Torreya,nucifera,,Torreya nucifera,SPECIES,Accepted,,,
D38250.1,Taiwania cryptomerioides,50187,genomic DNA,1732,Taiwania cryptomerioides,263753-1,Cupressaceae,Taiwania,cryptomerioides,,Taiwania cryptomerioides,SPECIES,Accepted,,,
D38473.1,Podocarpus costalis,50186,genomic DNA,1733,Podocarpus costalis,263463-1,Podocarpaceae,Podocarpus,costalis,,Podocarpus costalis,SPECIES,Accepted,,,
D83027.1,Cnidium officinale,54711,genomic DNA,1808,Cnidium officinale,844550-1,Apiaceae,Ligusticum,officinale,,Ligusticum officinale,SPECIES,Homotypic_Synonym,,,
D83028.1,Ligusticum sinense,49555,genomic DNA,1808,Ligusticum sinense,77146159-1,Apiaceae,Conioselinum,anthriscoides,,Conioselinum anthriscoides,SPECIES,Synonym,,,
D83275.1,Panax ginseng,4054,genomic DNA,1809,Panax ginseng,91472-1,Araliaceae,Panax,ginseng,,Panax ginseng,SPECIES,Accepted,,,
D84100.1,Panax japonicus,44685,genomic DNA,1809,Panax japonicus,91487-1,Araliaceae,Panax,japonicus,,Panax japonicus,SPECIES,Accepted,,,
D84297.1,Angelica acutiloba var. sugiyamae,279741,genomic DNA,1808,Angelica acutiloba var. sugiyamae,837548-1,Apiaceae,Angelica,acutiloba,,Angelica acutiloba,SPECIES,Synonym,,,
D85171.1,Panax notoginseng,44586,genomic DNA,1809,Panax notoginseng,91521-1,Araliaceae,Panax,notoginseng,,Panax notoginseng,SPECIES,Accepted,,,
D85172.1,Panax quinquefolius,44588,genomic DNA,1809,Panax quinquefolius,300467-2,Araliaceae,Panax,quinquefolius,,Panax quinquefolius,SPECIES,Accepted,,,
D85292.1,Sciadopitys verticillata,28979,genomic DNA,1733,Sciadopitys verticillata,263735-1,Sciadopityaceae,Sciadopitys,verticillata,,Sciadopitys verticillata,SPECIES,Accepted,,,
D85293.1,Calocedrus decurrens,13387,genomic DNA,1732,Calocedrus decurrens,42548-2,Cupressaceae,Calocedrus,decurrens,,Calocedrus decurrens,SPECIES,Accepted,,,
D85294.1,Larix kaempferi,54800,genomic DNA,1733,Larix kaempferi,60457419-2,Pinaceae,Larix,kaempferi,,Larix kaempferi,SPECIES,Accepted,,,
D85295.1,Nuphar japonica,54801,genomic DNA,1730,Nuphar japonica,605440-1,Nymphaeaceae,Nuphar,japonica,,Nuphar japonica,SPECIES,Accepted,,,
D85296.1,Argemone mexicana,54796,genomic DNA,1731,Argemone mexicana,18816-2,Papaveraceae,Argemone,mexicana,,Argemone mexicana,SPECIES,Accepted,,,
D85297.1,Cycas taitungensis,54799,genomic DNA,1732,Cycas taitungensis,978052-1,Cycadaceae,Cycas,taitungensis,,Cycas taitungensis,SPECIES,Accepted,,,
D85298.1,Calocedrus formosana,54798,genomic DNA,1732,Calocedrus formosana,294855-1,Cupressaceae,Calocedrus,formosana,,Calocedrus formosana,SPECIES,Accepted,,,
D85299.1,Welwitschia mirabilis,3377,genomic DNA,1734,Welwitschia mirabilis,383591-1,Welwitschiaceae,Welwitschia,mirabilis,,Welwitschia mirabilis,SPECIES,Accepted,,,
D85300.1,Ceratophyllum demersum,4428,genomic DNA,1733,Ceratophyllum demersum,30006047-2,Ceratophyllaceae,Ceratophyllum,demersum,,Ceratophyllum demersum,SPECIES,Accepted,,,
D85301.1,Angiopteris lygodiifolia,3267,genomic DNA,1736,Angiopteris lygodiifolia,17021930-1,Marattiaceae,Angiopteris,helferiana,,Angiopteris helferiana,SPECIES,Synonym,,,
D85302.1,Agathis borneensis,54794,genomic DNA,1734,Agathis borneensis,676636-1,Araucariaceae,Agathis,borneensis,,Agathis borneensis,SPECIES,Accepted,,,
D85303.1,Asplenium australasicum,78367,genomic DNA,1731,Asplenium australasicum,17039650-1,Aspleniaceae,Asplenium,australasicum,,Asplenium australasicum,SPECIES,Accepted,,,
D85304.1,Cryptomeria japonica,3369,genomic DNA,1732,Cryptomeria japonica,261870-1,Cupressaceae,Cryptomeria,japonica,,Cryptomeria japonica,SPECIES,Accepted,,,
DQ007406.1,Thottea tomentosa,108427,genomic DNA,1704,Thottea tomentosa,909773-1,Aristolochiaceae,Thottea,tomentosa,,Thottea tomentosa,SPECIES,Accepted,,,
DQ007407.1,Hernandia ovigera,13561,genomic DNA,1714,Hernandia ovigera,430815-1,Hernandiaceae,Hernandia,ovigera,,Hernandia ovigera,SPECIES,Accepted,,,
DQ007408.1,Hortonia floribunda,74875,genomic DNA,1725,Hortonia floribunda,581925-1,Monimiaceae,Hortonia,floribunda,,Hortonia floribunda,SPECIES,Accepted,,,
DQ007409.1,Mauloutchia chapelieri,108416,genomic DNA,1712,Mauloutchia chapelieri,585948-1,Myristicaceae,Mauloutchia,chapelieri,,Mauloutchia chapelieri,SPECIES,Accepted,,,
DQ007410.1,Potamogeton berchtoldii,108425,genomic DNA,1747,Potamogeton berchtoldii,603133-1,Potamogetonaceae,Potamogeton,berchtoldii,,Potamogeton berchtoldii,SPECIES,Accepted,,,
DQ007411.1,Siparuna decipiens,108434,genomic DNA,1748,Siparuna decipiens,582253-1,Siparunaceae,Siparuna,decipiens,,Siparuna decipiens,SPECIES,Accepted,,,
DQ028781.2,Ephedra rhytidosperma,329755,genomic DNA,1548,Ephedra rhytidosperma,326027-1,Ephedraceae,Ephedra,rhytidosperma,,Ephedra rhytidosperma,SPECIES,Accepted,,,
DQ028782.2,Ephedra rhytidosperma,329755,genomic DNA,1590,Ephedra rhytidosperma,326027-1,Ephedraceae,Ephedra,rhytidosperma,,Ephedra rhytidosperma,SPECIES,Accepted,,,
DQ212958.1,Ephedra rhytidosperma,329755,genomic DNA,1635,Ephedra rhytidosperma,326027-1,Ephedraceae,Ephedra,rhytidosperma,,Ephedra rhytidosperma,SPECIES,Accepted,,,
DQ212959.1,Ephedra rhytidosperma,329755,genomic DNA,1654,Ephedra rhytidosperma,326027-1,Ephedraceae,Ephedra,rhytidosperma,,Ephedra rhytidosperma,SPECIES,Accepted,,,
DQ299963.1,Avicennia marina,82927,genomic DNA,1767,Avicennia marina,861130-1,Acanthaceae,Avicennia,marina,,Avicennia marina,SPECIES,Accepted,,,
DQ371807.1,Populus alba,43335,genomic DNA,1771,Populus alba,776573-1,Salicaceae,Populus,alba,,Populus alba,SPECIES,Accepted,,,
DQ371809.1,Abies alba,45372,genomic DNA,1776,Abies alba,60468511-2,Pinaceae,Abies,alba,,Abies alba,SPECIES,Accepted,,,
DQ399592.1,Trentepohlia sp. Knysna 563,374118,genomic DNA,1685,Trentepohlia sp. Knysna 563,330001-2,Cyperaceae,Cyperus,sp.,,Cyperus sp.,GENUS,Synonym,,,
DQ399593.1,Trentepohlia sp. SAG 117.80,374119,genomic DNA,1686,Trentepohlia sp. SAG 117.80,330001-2,Cyperaceae,Cyperus,sp.,,Cyperus sp.,GENUS,Synonym,,,
DQ469606.1,Rehmannia glutinosa,99300,genomic DNA,1803,Rehmannia glutinosa,808644-1,Orobanchaceae,Rehmannia,glutinosa,,Rehmannia glutinosa,SPECIES,Accepted,,,
DQ478806.1,Torreya grandis,58047,genomic DNA,1665,Torreya grandis,20002256-1,Taxaceae,Torreya,grandis,,Torreya grandis,SPECIES,Accepted,,,
DQ478807.1,Pseudotaxus chienii,89481,genomic DNA,1665,Pseudotaxus chienii,828352-1,Taxaceae,Pseudotaxus,chienii,,Pseudotaxus chienii,SPECIES,Accepted,,,
DQ478808.1,Taxus cuspidata,99806,genomic DNA,1671,Taxus cuspidata,324379-2,Taxaceae,Taxus,cuspidata,,Taxus cuspidata,SPECIES,Accepted,,,
DQ478809.1,Amentotaxus argotaenia,25625,genomic DNA,1671,Amentotaxus argotaenia,828260-1,Taxaceae,Amentotaxus,argotaenia,,Amentotaxus argotaenia,SPECIES,Accepted,,,
DQ478810.1,Amentotaxus yunnanensis,89479,genomic DNA,1670,Amentotaxus yunnanensis,828263-1,Taxaceae,Amentotaxus,yunnanensis,,Amentotaxus yunnanensis,SPECIES,Accepted,,,
DQ478811.1,Taxus baccata,25629,genomic DNA,1668,Taxus baccata,306036-2,Taxaceae,Taxus,baccata,,Taxus baccata,SPECIES,Accepted,,,
DQ478812.1,Taxus wallichiana var. yunnanensis,2778344,genomic DNA,1662,Taxus wallichiana var. yunnanensis,263869-1,Taxaceae,Taxus,wallichiana,,Taxus wallichiana,SPECIES,Synonym,,,
DQ486533.1,Helianthus annuus,4232,genomic DNA,1596,Helianthus annuus,119003-2,Asteraceae,Helianthus,annuus,,Helianthus annuus,SPECIES,Accepted,,,
DQ486535.1,Helianthus anomalus,73274,genomic DNA,1834,Helianthus anomalus,119042-2,Asteraceae,Helianthus,anomalus,,Helianthus anomalus,SPECIES,Accepted,,,
DQ486537.1,Helianthus argophyllus,73275,genomic DNA,1624,Helianthus argophyllus,119047-2,Asteraceae,Helianthus,argophyllus,,Helianthus argophyllus,SPECIES,Accepted,,,
DQ486541.1,Helianthus arizonensis,73276,genomic DNA,1831,Helianthus arizonensis,119051-2,Asteraceae,Helianthus,arizonensis,,Helianthus arizonensis,SPECIES,Accepted,,,
DQ486544.1,Helianthus atrorubens,73277,genomic DNA,1878,Helianthus atrorubens,329242-2,Asteraceae,Helianthus,atrorubens,,Helianthus atrorubens,SPECIES,Accepted,,,
DQ486545.1,Helianthus bolanderi,73278,genomic DNA,1628,Helianthus bolanderi,329238-2,Asteraceae,Helianthus,bolanderi,,Helianthus bolanderi,SPECIES,Accepted,,,
DQ486547.1,Helianthus carnosus,73279,genomic DNA,1850,Helianthus carnosus,119075-2,Asteraceae,Helianthus,carnosus,,Helianthus carnosus,SPECIES,Accepted,,,
DQ486549.1,Helianthus ciliaris,73280,genomic DNA,1885,Helianthus ciliaris,119077-2,Asteraceae,Helianthus,ciliaris,,Helianthus ciliaris,SPECIES,Accepted,,,
DQ486554.1,Helianthus debilis subsp. silvestris,74140,genomic DNA,1628,Helianthus debilis subsp. silvestris,119096-2,Asteraceae,Helianthus,debilis,silvestris,Helianthus debilis subsp. silvestris,SUBSPECIES,Accepted,,,
DQ486555.1,Helianthus debilis subsp. tardiflorus,74142,genomic DNA,1629,Helianthus debilis subsp. tardiflorus,119098-2,Asteraceae,Helianthus,debilis,tardiflorus,Helianthus debilis subsp. tardiflorus,SUBSPECIES,Accepted,,,
DQ486556.1,Helianthus debilis subsp. vestitus,74143,genomic DNA,1628,Helianthus debilis subsp. vestitus,119100-2,Asteraceae,Helianthus,debilis,vestitus,Helianthus debilis subsp. vestitus,SUBSPECIES,Accepted,,,
DQ486557.1,Helianthus decapetalus,73283,genomic DNA,1881,Helianthus decapetalus,119102-2,Asteraceae,Helianthus,decapetalus,,Helianthus decapetalus,SPECIES,Accepted,,,
DQ486558.1,Helianthus decapetalus,73283,genomic DNA,1880,Helianthus decapetalus,119102-2,Asteraceae,Helianthus,decapetalus,,Helianthus decapetalus,SPECIES,Accepted,,,
DQ486559.1,Helianthus decapetalus,73283,genomic DNA,1882,Helianthus decapetalus,119102-2,Asteraceae,Helianthus,decapetalus,,Helianthus decapetalus,SPECIES,Accepted,,,
DQ486560.1,Helianthus decapetalus,73283,genomic DNA,1886,Helianthus decapetalus,119102-2,Asteraceae,Helianthus,decapetalus,,Helianthus decapetalus,SPECIES,Accepted,,,
DQ486561.1,Helianthus deserticola,73284,genomic DNA,1627,Helianthus deserticola,323395-2,Asteraceae,Helianthus,deserticola,,Helianthus deserticola,SPECIES,Accepted,,,
DQ486563.1,Helianthus divaricatus,73285,genomic DNA,1883,Helianthus divaricatus,329245-2,Asteraceae,Helianthus,divaricatus,,Helianthus divaricatus,SPECIES,Accepted,,,
DQ486564.1,Helianthus divaricatus,73285,genomic DNA,1882,Helianthus divaricatus,329245-2,Asteraceae,Helianthus,divaricatus,,Helianthus divaricatus,SPECIES,Accepted,,,
DQ486565.1,Helianthus divaricatus,73285,genomic DNA,1875,Helianthus divaricatus,329245-2,Asteraceae,Helianthus,divaricatus,,Helianthus divaricatus,SPECIES,Accepted,,,
