SeqID,Ini_Species,TaxID,mol_type,length,Ini_sciname,kew_id,family,genus,species,infraspecies,sci_name,rank,taxonomic_status
GQ163077.1,Momordica sp. HS538,703400,genomic DNA,263,Momordica sp. HS538,13341-1,Cucurbitaceae,Momordica,sp.,,Momordica sp.,GENUS,Accepted
GQ163096.1,Thladiantha pustulata,703398,genomic DNA,492,Thladiantha pustulata,943356-1,Cucurbitaceae,Thladiantha,pustulata,,Thladiantha pustulata,SPECIES,Accepted
GQ174294.1,Pseuduvaria gardneri,653381,genomic DNA,424,Pseuduvaria gardneri,60453707-2,Annonaceae,Pseuduvaria,gardneri,,Pseuduvaria gardneri,SPECIES,Accepted
GQ184356.1,Brassica oleracea var. capitata,3716,genomic DNA,378,Brassica oleracea var. capitata,279435-1,Brassicaceae,Brassica,oleracea,,Brassica oleracea,SPECIES,Synonym
GQ184363.1,Raphanus sativus,3726,genomic DNA,363,Raphanus sativus,77159305-1,Brassicaceae,Raphanus,raphanistrum,sativus,Raphanus raphanistrum subsp. sativus,SUBSPECIES,Homotypic_Synonym
GQ248235.1,Acorus calamus,4465,genomic DNA,378,Acorus calamus,84009-1,Acoraceae,Acorus,calamus,,Acorus calamus,SPECIES,Accepted
GQ248236.1,Acorus gramineus,55184,genomic DNA,417,Acorus gramineus,84019-1,Acoraceae,Acorus,gramineus,,Acorus gramineus,SPECIES,Accepted
GQ248254.1,Betula pendula,3505,genomic DNA,381,Betula pendula,295174-1,Betulaceae,Betula,pendula,,Betula pendula,SPECIES,Accepted
GQ248265.1,Cinnamomum dictyoneuron,489015,genomic DNA,411,Cinnamomum dictyoneuron,463640-1,Lauraceae,Cinnamomum,racemosum,,Cinnamomum racemosum,SPECIES,Synonym
GQ248302.1,Erica discolor,476171,genomic DNA,342,Erica discolor,328584-1,Ericaceae,Erica,discolor,,Erica discolor,SPECIES,Accepted
GQ248330.1,Litsea timoriana,652498,genomic DNA,403,Litsea timoriana,466070-1,Lauraceae,Litsea,timoriana,,Litsea timoriana,SPECIES,Accepted
GQ248336.1,Magnolia virginiana,3412,genomic DNA,488,Magnolia virginiana,30016308-2,Magnoliaceae,Magnolia,virginiana,,Magnolia virginiana,SPECIES,Accepted
GQ248351.1,Myristica globosa,652500,genomic DNA,330,Myristica globosa,586094-1,Myristicaceae,Myristica,globosa,,Myristica globosa,SPECIES,Accepted
GQ248352.1,Nicotiana noctiflora,118705,genomic DNA,479,Nicotiana noctiflora,817005-1,Solanaceae,Nicotiana,noctiflora,,Nicotiana noctiflora,SPECIES,Accepted
GQ248356.1,Opuntia fragilis,446151,genomic DNA,399,Opuntia fragilis,1093743-2,Cactaceae,Opuntia,fragilis,,Opuntia fragilis,SPECIES,Accepted
GQ248358.1,Paeonia kavachensis,476178,genomic DNA,334,Paeonia kavachensis,77173528-1,Paeoniaceae,Paeonia,mascula,mascula,Paeonia mascula subsp. mascula,SUBSPECIES,Synonym
GQ248369.1,Plantago lanceolata,39414,genomic DNA,296,Plantago lanceolata,321285-2,Plantaginaceae,Plantago,lanceolata,,Plantago lanceolata,SPECIES,Accepted
GQ248390.1,Schisandra lancifolia,238549,genomic DNA,452,Schisandra lancifolia,555072-1,Schisandraceae,Schisandra,lancifolia,,Schisandra lancifolia,SPECIES,Accepted
GQ248393.1,Stephanodaphne cremostachya,142740,genomic DNA,416,Stephanodaphne cremostachya,832825-1,Thymelaeaceae,Stephanodaphne,cremostachya,,Stephanodaphne cremostachya,SPECIES,Accepted
GQ258849.1,Sparattanthelium tarapotanum,651347,genomic DNA,368,Sparattanthelium tarapotanum,170920-1,Hernandiaceae,Sparattanthelium,tarapotanum,,Sparattanthelium tarapotanum,SPECIES,Accepted
GQ265144.1,Dioscorea polystachya,55575,genomic DNA,322,Dioscorea polystachya,318443-1,Dioscoreaceae,Dioscorea,polystachya,,Dioscorea polystachya,SPECIES,Accepted
GQ301192.1,Lycium carolinianum,112868,genomic DNA,530,Lycium carolinianum,816384-1,Solanaceae,Lycium,carolinianum,,Lycium carolinianum,SPECIES,Accepted
GQ385229.1,Eryngium alpinum,90454,genomic DNA,435,Eryngium alpinum,841634-1,Apiaceae,Eryngium,alpinum,,Eryngium alpinum,SPECIES,Accepted
GQ385230.1,Eryngium alpinum,90454,genomic DNA,442,Eryngium alpinum,841634-1,Apiaceae,Eryngium,alpinum,,Eryngium alpinum,SPECIES,Accepted
GQ385231.1,Eryngium alpinum,90454,genomic DNA,441,Eryngium alpinum,841634-1,Apiaceae,Eryngium,alpinum,,Eryngium alpinum,SPECIES,Accepted
GQ385232.1,Eryngium alpinum,90454,genomic DNA,441,Eryngium alpinum,841634-1,Apiaceae,Eryngium,alpinum,,Eryngium alpinum,SPECIES,Accepted
GQ385234.1,Eryngium alpinum,90454,genomic DNA,434,Eryngium alpinum,841634-1,Apiaceae,Eryngium,alpinum,,Eryngium alpinum,SPECIES,Accepted
GQ385235.1,Eryngium alpinum,90454,genomic DNA,441,Eryngium alpinum,841634-1,Apiaceae,Eryngium,alpinum,,Eryngium alpinum,SPECIES,Accepted
GQ385236.1,Eryngium alpinum,90454,genomic DNA,434,Eryngium alpinum,841634-1,Apiaceae,Eryngium,alpinum,,Eryngium alpinum,SPECIES,Accepted
GQ385238.1,Eryngium alpinum,90454,genomic DNA,262,Eryngium alpinum,841634-1,Apiaceae,Eryngium,alpinum,,Eryngium alpinum,SPECIES,Accepted
GQ385240.1,Eryngium bourgatii,46374,genomic DNA,439,Eryngium bourgatii,326383-2,Apiaceae,Eryngium,bourgatii,,Eryngium bourgatii,SPECIES,Accepted
GQ386057.1,Scaphochlamys biloba,97757,genomic DNA,303,Scaphochlamys biloba,798147-1,Zingiberaceae,Scaphochlamys,biloba,,Scaphochlamys biloba,SPECIES,Accepted
GQ401996.1,Eucalyptus globulus,34317,genomic DNA,577,Eucalyptus globulus,592965-1,Myrtaceae,Eucalyptus,globulus,,Eucalyptus globulus,SPECIES,Accepted
GQ409823.1,Phyllanthus tenellus,293057,genomic DNA,338,Phyllanthus tenellus,354756-1,Phyllanthaceae,Phyllanthus,tenellus,,Phyllanthus tenellus,SPECIES,Accepted
GQ428701.1,Caryocar glabrum,72385,genomic DNA,557,Caryocar glabrum,828599-1,Caryocaraceae,Caryocar,glabrum,,Caryocar glabrum,SPECIES,Accepted
GQ428761.1,Protium trifoliolatum,246858,genomic DNA,571,Protium trifoliolatum,128429-1,Burseraceae,Protium,trifoliolatum,,Protium trifoliolatum,SPECIES,Accepted
GQ429115.1,Lantana camara,126435,genomic DNA,389,Lantana camara,325686-2,Verbenaceae,Lantana,camara,,Lantana camara,SPECIES,Accepted
GQ429116.1,Cecropia obtusifolia,241855,genomic DNA,268,Cecropia obtusifolia,850947-1,Urticaceae,Cecropia,obtusifolia,,Cecropia obtusifolia,SPECIES,Accepted
GQ429118.1,Mollinedia pinchotiana,671256,genomic DNA,472,Mollinedia pinchotiana,582157-1,Monimiaceae,Mollinedia,viridiflora,,Mollinedia viridiflora,SPECIES,Synonym
GQ429119.1,Symphonia globulifera,156483,genomic DNA,274,Symphonia globulifera,429281-1,Clusiaceae,Symphonia,globulifera,,Symphonia globulifera,SPECIES,Accepted
GQ429122.1,Byrsonima crassifolia,4270,genomic DNA,399,Byrsonima crassifolia,556033-1,Malpighiaceae,Byrsonima,crassifolia,,Byrsonima crassifolia,SPECIES,Accepted
GQ429123.1,Costus pulverulentus,160685,genomic DNA,252,Costus pulverulentus,796364-1,Costaceae,Costus,pulverulentus,,Costus pulverulentus,SPECIES,Accepted
GQ429126.1,Passiflora membranacea,237866,genomic DNA,268,Passiflora membranacea,675208-1,Passifloraceae,Passiflora,membranacea,,Passiflora membranacea,SPECIES,Accepted
GQ429128.1,Piper umbellatum,130418,genomic DNA,311,Piper umbellatum,316339-2,Piperaceae,Piper,umbellatum,,Piper umbellatum,SPECIES,Accepted
GQ429129.1,Xylopia bocatorena,671261,genomic DNA,503,Xylopia bocatorena,269774-2,Annonaceae,Xylopia,bocatorena,,Xylopia bocatorena,SPECIES,Accepted
GQ429133.1,Ardisia revoluta,671251,genomic DNA,499,Ardisia revoluta,587523-1,Primulaceae,Ardisia,revoluta,,Ardisia revoluta,SPECIES,Accepted
GQ429136.1,Sideroxylon capiri,407062,genomic DNA,558,Sideroxylon capiri,789590-1,Sapotaceae,Sideroxylon,capiri,,Sideroxylon capiri,SPECIES,Accepted
GQ429137.1,Cassia grandis,162709,genomic DNA,496,Cassia grandis,484607-1,Fabaceae,Cassia,grandis,,Cassia grandis,SPECIES,Accepted
GQ429139.1,Asplenium sp. KRJ-2009,671252,genomic DNA,555,Asplenium sp. KRJ-2009,328226-2,Aspleniaceae,Asplenium,sp.,,Asplenium sp.,GENUS,Accepted
GQ429140.1,Centropogon valerii,671250,genomic DNA,394,Centropogon valerii,51817-2,Campanulaceae,Centropogon,valerii,,Centropogon valerii,SPECIES,Accepted
GQ429141.1,Vaccinium venustum,671260,genomic DNA,473,Vaccinium venustum,1114142-2,Ericaceae,Gaylussacia,frondosa,,Gaylussacia frondosa,SPECIES,Synonym
GQ429143.1,Diphasiastrum thyoides,455314,genomic DNA,308,Diphasiastrum thyoides,147665-2,Lycopodiaceae,Lycopodium,thyoides,,Lycopodium thyoides,SPECIES,Homotypic_Synonym
GQ434935.1,Nardostachys jatamansi,179860,genomic DNA,264,Nardostachys jatamansi,859418-1,Caprifoliaceae,Nardostachys,jatamansi,,Nardostachys jatamansi,SPECIES,Accepted
GQ434950.1,Euphorbia lunulata,526197,genomic DNA,486,Euphorbia lunulata,77168338-1,Euphorbiaceae,Euphorbia,esula,esula,Euphorbia esula subsp. esula,SUBSPECIES,Synonym
GQ435097.1,Galinsoga parviflora,176602,genomic DNA,369,Galinsoga parviflora,208554-1,Asteraceae,Galinsoga,parviflora,,Galinsoga parviflora,SPECIES,Accepted
GQ435122.1,Pseudognaphalium affine,318063,genomic DNA,401,Pseudognaphalium affine,962992-1,Asteraceae,Pseudognaphalium,affine,,Pseudognaphalium affine,SPECIES,Accepted
GQ435140.1,Tithonia rotundifolia,105388,genomic DNA,393,Tithonia rotundifolia,254724-2,Asteraceae,Tithonia,rotundifolia,,Tithonia rotundifolia,SPECIES,Accepted
GQ435208.1,Clematis hexapetala,174171,genomic DNA,319,Clematis hexapetala,709765-1,Ranunculaceae,Clematis,hexapetala,,Clematis hexapetala,SPECIES,Accepted
GQ435349.1,Stellaria vestita,228246,genomic DNA,280,Stellaria vestita,159518-1,Caryophyllaceae,Stellaria,vestita,,Stellaria vestita,SPECIES,Accepted
GQ435350.1,Gypsophila vaccaria,39387,genomic DNA,280,Gypsophila vaccaria,154685-1,Caryophyllaceae,Gypsophila,vaccaria,,Gypsophila vaccaria,SPECIES,Accepted
GQ435419.1,Berberis fortunei,258162,genomic DNA,457,Berberis fortunei,106663-1,Berberidaceae,Berberis,fortunei,,Berberis fortunei,SPECIES,Accepted
GQ435429.1,Iris tectorum,114617,genomic DNA,556,Iris tectorum,439168-1,Iridaceae,Iris,tectorum,,Iris tectorum,SPECIES,Accepted
GQ435430.1,Iris tectorum,114617,genomic DNA,556,Iris tectorum,439168-1,Iridaceae,Iris,tectorum,,Iris tectorum,SPECIES,Accepted
GQ435433.1,Citrus maxima,37334,genomic DNA,433,Citrus maxima,30075266-2,Rutaceae,Citrus,maxima,,Citrus maxima,SPECIES,Accepted
GQ435434.1,Citrus maxima,37334,genomic DNA,433,Citrus maxima,30075266-2,Rutaceae,Citrus,maxima,,Citrus maxima,SPECIES,Accepted
GQ435435.1,Dictamnus dasycarpus,714465,genomic DNA,373,Dictamnus dasycarpus,772363-1,Rutaceae,Dictamnus,dasycarpus,,Dictamnus dasycarpus,SPECIES,Accepted
GQ435436.1,Phellodendron chinense,354508,genomic DNA,419,Phellodendron chinense,774776-1,Rutaceae,Phellodendron,chinense,,Phellodendron chinense,SPECIES,Accepted
GQ435439.1,Citrus trifoliata,37690,genomic DNA,447,Citrus trifoliata,772087-1,Rutaceae,Citrus,trifoliata,,Citrus trifoliata,SPECIES,Accepted
GQ435440.1,Phellodendron amurense,68554,genomic DNA,422,Phellodendron amurense,774774-1,Rutaceae,Phellodendron,amurense,,Phellodendron amurense,SPECIES,Accepted
GQ435442.1,Citrus maxima,37334,genomic DNA,434,Citrus maxima,30075266-2,Rutaceae,Citrus,maxima,,Citrus maxima,SPECIES,Accepted
GQ435443.1,Citrus maxima,37334,genomic DNA,433,Citrus maxima,30075266-2,Rutaceae,Citrus,maxima,,Citrus maxima,SPECIES,Accepted
GQ435444.1,Citrus maxima,37334,genomic DNA,433,Citrus maxima,30075266-2,Rutaceae,Citrus,maxima,,Citrus maxima,SPECIES,Accepted
GQ435445.1,Citrus maxima,37334,genomic DNA,433,Citrus maxima,30075266-2,Rutaceae,Citrus,maxima,,Citrus maxima,SPECIES,Accepted
GQ435446.1,Citrus maxima,37334,genomic DNA,433,Citrus maxima,30075266-2,Rutaceae,Citrus,maxima,,Citrus maxima,SPECIES,Accepted
GQ435447.1,Murraya exotica,159059,genomic DNA,473,Murraya exotica,774426-1,Rutaceae,Murraya,exotica,,Murraya exotica,SPECIES,Accepted
GQ435448.1,Murraya exotica,159059,genomic DNA,473,Murraya exotica,774426-1,Rutaceae,Murraya,exotica,,Murraya exotica,SPECIES,Accepted
GQ435449.1,Murraya exotica,159059,genomic DNA,472,Murraya exotica,774426-1,Rutaceae,Murraya,exotica,,Murraya exotica,SPECIES,Accepted
GQ435453.1,Citrus medica,171251,genomic DNA,424,Citrus medica,59603-2,Rutaceae,Citrus,medica,,Citrus medica,SPECIES,Accepted
GQ435454.1,Citrus medica,171251,genomic DNA,424,Citrus medica,59603-2,Rutaceae,Citrus,medica,,Citrus medica,SPECIES,Accepted
GQ475150.1,Cyrtandra samoensis,301861,genomic DNA,422,Cyrtandra samoensis,379922-1,Gesneriaceae,Cyrtandra,samoensis,,Cyrtandra samoensis,SPECIES,Accepted
GQ475164.1,Cyrtandra calpidicarpa,573436,genomic DNA,393,Cyrtandra calpidicarpa,379361-1,Gesneriaceae,Cyrtandra,calpidicarpa,,Cyrtandra calpidicarpa,SPECIES,Accepted
GQ487365.1,Pyrenaria spectabilis,197097,genomic DNA,451,Pyrenaria spectabilis,60439293-2,Theaceae,Pyrenaria,spectabilis,,Pyrenaria spectabilis,SPECIES,Accepted
GQ505927.1,Bursera graveolens,300214,genomic DNA,493,Bursera graveolens,127138-1,Burseraceae,Bursera,graveolens,,Bursera graveolens,SPECIES,Accepted
GQ505930.1,Bursera graveolens,300214,genomic DNA,494,Bursera graveolens,127138-1,Burseraceae,Bursera,graveolens,,Bursera graveolens,SPECIES,Accepted
GQ845304.1,Linum usitatissimum,4006,genomic DNA,488,Linum usitatissimum,544772-1,Linaceae,Linum,usitatissimum,,Linum usitatissimum,SPECIES,Accepted
GQ872343.1,Vachellia xanthophloea,875661,genomic DNA,508,Vachellia xanthophloea,77087191-1,Fabaceae,Vachellia,xanthophloea,,Vachellia xanthophloea,SPECIES,Accepted
GQ891994.1,Piper nigrum,13216,genomic DNA,285,Piper nigrum,682369-1,Piperaceae,Piper,nigrum,,Piper nigrum,SPECIES,Accepted
GQ891997.1,Piper pendulispicum,405339,genomic DNA,277,Piper pendulispicum,682659-1,Piperaceae,Piper,pendulispicum,,Piper pendulispicum,SPECIES,Accepted
GQ891998.1,Piper retrofractum,130414,genomic DNA,298,Piper retrofractum,683079-1,Piperaceae,Piper,retrofractum,,Piper retrofractum,SPECIES,Accepted
GQ891999.1,Piper ribesioides,405341,genomic DNA,315,Piper ribesioides,683097-1,Piperaceae,Piper,ribesioides,,Piper ribesioides,SPECIES,Accepted
GQ892001.1,Piper sp. Pi-B,675503,genomic DNA,324,Piper sp. Pi-B,326982-2,Piperaceae,Piper,sp.,,Piper sp.,GENUS,Accepted
GQ916660.1,Lycoris rosea,317639,genomic DNA,520,Lycoris rosea,65806-1,Amaryllidaceae,Lycoris,rosea,,Lycoris rosea,SPECIES,Accepted
GQ923938.1,Lycoris aurea,152838,genomic DNA,634,Lycoris aurea,60455958-2,Amaryllidaceae,Lycoris,aurea,,Lycoris aurea,SPECIES,Accepted
GQ923939.1,Lycoris incarnata,317644,genomic DNA,556,Lycoris incarnata,65798-1,Amaryllidaceae,Lycoris,incarnata,,Lycoris incarnata,SPECIES,Accepted
GQ923940.1,Narcissus tazetta subsp. chinensis,391288,genomic DNA,644,Narcissus tazetta subsp. chinensis,77189681-1,Amaryllidaceae,Narcissus,tazetta,chinensis,Narcissus tazetta subsp. chinensis,SUBSPECIES,Accepted
GQ923941.1,Lycoris squamigera,112568,genomic DNA,641,Lycoris squamigera,65810-1,Amaryllidaceae,Lycoris,squamigera,,Lycoris squamigera,SPECIES,Accepted
GQ923942.1,Lycoris radiata,228395,genomic DNA,641,Lycoris radiata,60455959-2,Amaryllidaceae,Lycoris,radiata,,Lycoris radiata,SPECIES,Accepted
GQ923944.1,Lycoris longituba,272140,genomic DNA,638,Lycoris longituba,65803-1,Amaryllidaceae,Lycoris,longituba,,Lycoris longituba,SPECIES,Accepted
GQ923945.1,Lycoris sprengeri,317637,genomic DNA,641,Lycoris sprengeri,65809-1,Amaryllidaceae,Lycoris,sprengeri,,Lycoris sprengeri,SPECIES,Accepted
GQ923947.1,Lycoris rosea,317639,genomic DNA,638,Lycoris rosea,65806-1,Amaryllidaceae,Lycoris,rosea,,Lycoris rosea,SPECIES,Accepted
GQ923948.1,Lycoris anhuiensis,317635,genomic DNA,640,Lycoris anhuiensis,900236-1,Amaryllidaceae,Lycoris,anhuiensis,,Lycoris anhuiensis,SPECIES,Accepted
GQ923949.1,Lycoris chinensis,267271,genomic DNA,630,Lycoris chinensis,65792-1,Amaryllidaceae,Lycoris,chinensis,,Lycoris chinensis,SPECIES,Accepted
GQ923950.1,Lycoris haywardii,317640,genomic DNA,640,Lycoris haywardii,65794-1,Amaryllidaceae,Lycoris,haywardii,,Lycoris haywardii,SPECIES,Accepted
GQ982214.1,Erythroxylum panamense,681435,genomic DNA,320,Erythroxylum panamense,330183-2,Erythroxylaceae,Erythroxylum,panamense,,Erythroxylum panamense,SPECIES,Accepted
GQ995627.1,Ruellia ciliatiflora,440935,genomic DNA,492,Ruellia ciliatiflora,53920-1,Acanthaceae,Ruellia,ciliatiflora,,Ruellia ciliatiflora,SPECIES,Accepted
GU003917.1,Ruellia elegans,440949,genomic DNA,499,Ruellia elegans,54035-1,Acanthaceae,Ruellia,elegans,,Ruellia elegans,SPECIES,Accepted
GU014471.1,Eupatorium truncatum,798521,genomic DNA,531,Eupatorium truncatum,100946-2,Asteraceae,Eupatorium,sessilifolium,,Eupatorium sessilifolium,SPECIES,Synonym
GU063108.1,Dendrocalamus peculiaris,871756,genomic DNA,615,Dendrocalamus peculiaris,2935062-1,Poaceae,Dendrocalamus,peculiaris,,Dendrocalamus peculiaris,SPECIES,Accepted
GU063134.1,Dendrocalamus bambusoides,338489,genomic DNA,612,Dendrocalamus bambusoides,931829-1,Poaceae,Dendrocalamus,bambusoides,,Dendrocalamus bambusoides,SPECIES,Accepted
GU076459.1,Lonicera tatarica,447676,genomic DNA,360,Lonicera tatarica,149131-1,Caprifoliaceae,Lonicera,tatarica,,Lonicera tatarica,SPECIES,Accepted
GU078715.1,Xyris lagoinhae,686204,genomic DNA,384,Xyris lagoinhae,270081-2,Xyridaceae,Xyris,lagoinhae,,Xyris lagoinhae,SPECIES,Accepted
GU080309.1,Semecarpus sp. GR-2010,703952,genomic DNA,547,Semecarpus sp. GR-2010,1913-1,Anacardiaceae,Semecarpus,sp.,,Semecarpus sp.,GENUS,Accepted
GU080310.1,Semecarpus sp. GR-2010,703952,genomic DNA,538,Semecarpus sp. GR-2010,1913-1,Anacardiaceae,Semecarpus,sp.,,Semecarpus sp.,GENUS,Accepted
GU080315.1,Semecarpus sp. GR-2010,703952,genomic DNA,534,Semecarpus sp. GR-2010,1913-1,Anacardiaceae,Semecarpus,sp.,,Semecarpus sp.,GENUS,Accepted
GU080317.1,Semecarpus sp. GR-2010,703952,genomic DNA,455,Semecarpus sp. GR-2010,1913-1,Anacardiaceae,Semecarpus,sp.,,Semecarpus sp.,GENUS,Accepted
GU082441.1,Phippsia algida,368332,genomic DNA,635,Phippsia algida,415728-1,Poaceae,Phippsia,algida,,Phippsia algida,SPECIES,Accepted
GU109333.1,Lactuca formosana,687679,genomic DNA,425,Lactuca formosana,227995-1,Asteraceae,Lactuca,formosana,,Lactuca formosana,SPECIES,Accepted
GU117747.1,Beilschmiedia robusta,684739,genomic DNA,453,Beilschmiedia robusta,462933-1,Lauraceae,Beilschmiedia,robusta,,Beilschmiedia robusta,SPECIES,Accepted
GU117758.1,Sassafras tzumu,128701,genomic DNA,464,Sassafras tzumu,468639-1,Lauraceae,Sassafras,tzumu,,Sassafras tzumu,SPECIES,Accepted
GU120320.1,Olea europaea var. sylvestris,158386,genomic DNA,576,Olea europaea var. sylvestris,77172513-1,Oleaceae,Olea,europaea,europaea,Olea europaea subsp. europaea,SUBSPECIES,Synonym
GU120324.1,Picconia excelsa,126561,genomic DNA,575,Picconia excelsa,611026-1,Oleaceae,Picconia,excelsa,,Picconia excelsa,SPECIES,Accepted
GU135299.2,Dolichandra unguis-cati,73871,genomic DNA,375,Dolichandra unguis-cati,77100466-1,Bignoniaceae,Dolichandra,unguis-cati,,Dolichandra unguis-cati,SPECIES,Accepted
GU135365.2,Epipremnum pinnatum,258264,genomic DNA,418,Epipremnum pinnatum,87046-1,Araceae,Epipremnum,pinnatum,,Epipremnum pinnatum,SPECIES,Accepted
GU135433.2,Albizia julibrissin,3813,genomic DNA,385,Albizia julibrissin,473275-1,Fabaceae,Albizia,julibrissin,,Albizia julibrissin,SPECIES,Accepted
GU223106.1,Euthamia graminifolia,72935,genomic DNA,323,Euthamia graminifolia,1004467-1,Asteraceae,Euthamia,graminifolia,,Euthamia graminifolia,SPECIES,Accepted
GU338386.1,Astragalus alpinus,20403,genomic DNA,440,Astragalus alpinus,24418-2,Fabaceae,Astragalus,alpinus,,Astragalus alpinus,SPECIES,Accepted
GU361909.1,Vaccinium uliginosum,190548,genomic DNA,477,Vaccinium uliginosum,30184367-2,Ericaceae,Vaccinium,uliginosum,,Vaccinium uliginosum,SPECIES,Accepted
GU361911.1,Vaccinium vitis-idaea,180772,genomic DNA,476,Vaccinium vitis-idaea,293975-2,Ericaceae,Vaccinium,vitis-idaea,,Vaccinium vitis-idaea,SPECIES,Accepted
GU361913.1,Ribes uva-crispa,135518,genomic DNA,481,Ribes uva-crispa,793052-1,Grossulariaceae,Ribes,uva-crispa,,Ribes uva-crispa,SPECIES,Accepted
GU367372.1,Paeonia rockii,62886,genomic DNA,364,Paeonia rockii,1005939-1,Paeoniaceae,Paeonia,rockii,,Paeonia rockii,SPECIES,Accepted
GU445348.1,Aristolochia californica,171875,genomic DNA,274,Aristolochia californica,92803-1,Aristolochiaceae,Aristolochia,californica,,Aristolochia californica,SPECIES,Accepted
GU445349.1,Aristolochia championii,797082,genomic DNA,277,Aristolochia championii,92824-1,Aristolochiaceae,Aristolochia,championii,,Aristolochia championii,SPECIES,Accepted
GU445350.1,Aristolochia contorta,266420,genomic DNA,343,Aristolochia contorta,92854-1,Aristolochiaceae,Aristolochia,contorta,,Aristolochia contorta,SPECIES,Accepted
GU445351.1,Aristolochia debilis,158541,genomic DNA,350,Aristolochia debilis,92883-1,Aristolochiaceae,Aristolochia,debilis,,Aristolochia debilis,SPECIES,Accepted
GU445352.1,Aristolochia debilis,158541,genomic DNA,349,Aristolochia debilis,92883-1,Aristolochiaceae,Aristolochia,debilis,,Aristolochia debilis,SPECIES,Accepted
GU445353.1,Aristolochia debilis,158541,genomic DNA,349,Aristolochia debilis,92883-1,Aristolochiaceae,Aristolochia,debilis,,Aristolochia debilis,SPECIES,Accepted
GU445354.1,Aristolochia heterophylla,431268,genomic DNA,279,Aristolochia heterophylla,93038-1,Aristolochiaceae,Aristolochia,kaempferi,,Aristolochia kaempferi,SPECIES,Synonym
GU445355.1,Aristolochia kaempferi,158550,genomic DNA,261,Aristolochia kaempferi,93038-1,Aristolochiaceae,Aristolochia,kaempferi,,Aristolochia kaempferi,SPECIES,Accepted
GU445356.1,Cardiocrinum cordatum,89496,genomic DNA,419,Cardiocrinum cordatum,532548-1,Liliaceae,Cardiocrinum,cordatum,,Cardiocrinum cordatum,SPECIES,Accepted
GU445357.1,Cardiocrinum giganteum,83800,genomic DNA,490,Cardiocrinum giganteum,532549-1,Liliaceae,Cardiocrinum,giganteum,,Cardiocrinum giganteum,SPECIES,Accepted
GU445358.1,Cardiocrinum giganteum var. yunnanense,134855,genomic DNA,492,Cardiocrinum giganteum var. yunnanense,60468733-2,Liliaceae,Cardiocrinum,giganteum,yunnanense,Cardiocrinum giganteum var. yunnanense,VARIETY,Accepted
GU445359.1,Lilium brownii,82312,genomic DNA,488,Lilium brownii,60447947-2,Liliaceae,Lilium,brownii,,Lilium brownii,SPECIES,Accepted
GU445360.1,Lilium formosanum,63788,genomic DNA,491,Lilium formosanum,60467143-2,Liliaceae,Lilium,formosanum,,Lilium formosanum,SPECIES,Accepted
GU454490.1,Spirodela polyrhiza,29656,genomic DNA,504,Spirodela polyrhiza,526250-1,Araceae,Spirodela,polyrhiza,,Spirodela polyrhiza,SPECIES,Accepted
