Locus,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
NC_035521.1,genomic DNA,135638,Amphipogon turbinatus,387336-1,Poaceae,Amphipogon,turbinatus,,False,Amphipogon turbinatus,1400639
NC_035522.1,genomic DNA,141203,Chasmanthium laxum,55650-2,Poaceae,Chasmanthium,laxum,,False,Chasmanthium laxum,40583
NC_035523.1,genomic DNA,137909,Crinipes abyssinicus,396708-1,Poaceae,Crinipes,abyssinicus,,False,Crinipes abyssinicus,2017770
NC_035524.1,genomic DNA,138030,Crinipes longifolius,396710-1,Poaceae,Crinipes,longifolius,,False,Crinipes longifolius,2017771
NC_035525.1,genomic DNA,135248,Dichaetaria wightii,398474-1,Poaceae,Dichaetaria,wightii,,False,Dichaetaria wightii,2017772
NC_035526.1,genomic DNA,136746,Dregeochloa pumila,399602-1,Poaceae,Dregeochloa,pumila,,False,Dregeochloa pumilla,59279
NC_035527.1,genomic DNA,136403,Elytrophorus globularis,400607-1,Poaceae,Elytrophorus,globularis,,False,Elytrophorus globularis,57053
NC_035528.1,genomic DNA,137056,Pratochloa walteri,60476560-2,Poaceae,Pratochloa,walteri,,False,Eragrostis walteri,1073695
NC_035529.1,genomic DNA,135115,Eriachne mucronata,401840-1,Poaceae,Eriachne,mucronata,,False,Eriachne mucronata,221758
NC_035530.1,genomic DNA,135867,Isachne albens,405899-1,Poaceae,Isachne,albens,,False,Isachne albens,798323
NC_035531.1,genomic DNA,134724,Limnopoa meeboldii,407369-1,Poaceae,Limnopoa,meeboldii,,False,Limnopoa meeboldii,2017773
NC_035532.1,genomic DNA,134459,Nematopoa longipes,409401-1,Poaceae,Nematopoa,longipes,,False,Nematopoa longipes,2017774
NC_035533.1,genomic DNA,133327,Phaenanthoecium koestlinii,415546-1,Poaceae,Phaenanthoecium,koestlinii,,False,Phaenanthoecium koestlinii,2017775
NC_035534.1,genomic DNA,134979,Pheidochloa gracilis,415725-1,Poaceae,Pheidochloa,gracilis,,False,Pheidochloa gracilis,221755
NC_035535.1,genomic DNA,137458,Styppeiochloa gynoglossa,423990-1,Poaceae,Styppeiochloa,gynoglossa,,False,Styppeiochloa gynoglossa,57205
NC_035536.1,genomic DNA,157245,Schima argentea,829464-1,Theaceae,Schima,argentea,,False,Schima argentea,182318
NC_035537.1,genomic DNA,157227,Schima brevipedicellata,903012-1,Theaceae,Schima,brevipedicellata,,False,Schima brevipedicellata,2018057
NC_035538.1,genomic DNA,157288,Schima crenata,829467-1,Theaceae,Schima,crenata,,False,Schima crenata,1603832
NC_035539.1,genomic DNA,157252,Schima khasiana,829470-1,Theaceae,Schima,khasiana,,False,Schima khasiana,197088
NC_035540.1,genomic DNA,157278,Schima multibracteata,903015-1,Theaceae,Schima,multibracteata,,False,Schima multibracteata,2018058
NC_035541.1,genomic DNA,157278,Schima noronhae,829473-1,Theaceae,Schima,noronhae,,False,Schima noronhae,182319
NC_035542.1,genomic DNA,157284,Schima remotiserrata,903018-1,Theaceae,Schima,remotiserrata,,False,Schima remotiserrata,182320
NC_035543.1,genomic DNA,157302,Schima sericans,996915-1,Theaceae,Schima,sericans,,False,Schima sericans,941577
NC_035544.1,genomic DNA,157297,Schima sinensis,830445-1,Theaceae,Schima,sinensis,,False,Schima sinensis,194716
NC_035545.1,genomic DNA,157254,Schima superba,829478-1,Theaceae,Schima,superba,,False,Schima superba,59677
NC_035546.1,genomic DNA,157240,Schima wallichii,60457200-2,Theaceae,Schima,wallichii,,False,Schima wallichii,182321
NC_035548.1,genomic DNA,156132,Hippophae rhamnoides,323851-1,Elaeagnaceae,Hippophae,rhamnoides,,False,Hippophae rhamnoides,193516
NC_035551.1,genomic DNA,158442,Phellodendron amurense,774774-1,Rutaceae,Phellodendron,amurense,,False,Phellodendron amurense,68554
NC_035566.1,genomic DNA,160088,Chaenomeles japonica,77105966-1,Rosaceae,Chaenomeles,japonica,,False,Chaenomeles japonica,320146
NC_035569.1,genomic DNA,160239,Broussonetia papyrifera,850861-1,Moraceae,Broussonetia,papyrifera,,False,Broussonetia papyrifera,172644
NC_035570.1,genomic DNA,153119,Lilium henryi,537595-1,Liliaceae,Lilium,henryi,,False,Lilium henryi,4689
NC_035574.1,genomic DNA,157039,Camellia azalea,930896-1,Theaceae,Camellia,azalea,,False,Camellia azalea,536625
NC_035580.1,genomic DNA,35983,Allotropa virgata,582508-1,Ericaceae,Allotropa,virgata,,False,Allotropa virgata,176242
NC_035581.1,genomic DNA,35569,Hemitomes congestum,582515-1,Ericaceae,Hemitomes,congestum,,False,Hemitomes congestum,176246
NC_035582.1,genomic DNA,43351,Monotropa uniflora,281016-2,Ericaceae,Monotropa,uniflora,,False,Monotropa uniflora,50148
NC_035583.1,genomic DNA,32752,Monotropsis odorata,30283647-2,Ericaceae,Monotropsis,odorata,,False,Monotropsis odorata,176252
NC_035584.1,genomic DNA,35926,Pityopus californicus,200890-2,Ericaceae,Pityopus,californicus,,False,Pityopus californicus,176255
NC_035589.1,genomic DNA,152574,Lilium lancifolium,537628-1,Liliaceae,Lilium,lancifolium,,False,Lilium lancifolium,79002
NC_035590.1,genomic DNA,152935,Lilium leucanthum,537636-1,Liliaceae,Lilium,leucanthum,,False,Lilium leucanthum,85370
NC_035591.1,genomic DNA,152287,Lilium duchartrei,537555-1,Liliaceae,Lilium,duchartrei,,False,Lilium duchartrei,82317
NC_035592.1,genomic DNA,151655,Lilium bakerianum,537472-1,Liliaceae,Lilium,bakerianum,,False,Lilium bakerianum,89789
NC_035623.1,genomic DNA,152687,Paeonia ludlowii,996196-1,Paeoniaceae,Paeonia,ludlowii,,False,Paeonia ludlowii,459176
NC_035624.1,genomic DNA,171818,Platycodon grandiflorus,144523-1,Campanulaceae,Platycodon,grandiflorus,,False,Platycodon grandiflorus,94286
NC_035625.1,genomic DNA,159672,Eriolobus florentinus,724828-1,Rosaceae,Eriolobus,florentinus,,False,Malus florentina,106552
NC_035632.2,genomic DNA,158992,Victoria cruziana,605778-1,Nymphaeaceae,Victoria,cruziana,,False,Victoria cruziana,4421
NC_035633.2,genomic DNA,158359,Barclaya longifolia,605259-1,Nymphaeaceae,Barclaya,longifolia,,False,Barclaya longifolia,4412
NC_035637.1,genomic DNA,169178,Musella lasiocarpa,585005-1,Musaceae,Musella,lasiocarpa,,False,Musella lasiocarpa,101617
NC_035639.1,genomic DNA,157122,Pyrenaria menglaensis,902871-1,Theaceae,Pyrenaria,menglaensis,,False,Pyrenaria menglaensis,197085
NC_035640.1,genomic DNA,158177,Stewartia sinensis,830455-1,Theaceae,Stewartia,sinensis,,False,Stewartia sinensis,182325
NC_035641.1,genomic DNA,156590,Apterosperma oblata,829855-1,Theaceae,Apterosperma,oblata,,False,Apterosperma oblata,182296
NC_035642.1,genomic DNA,156926,Pyrenaria pingpienensis,998085-1,Theaceae,Pyrenaria,pingpienensis,,False,Pyrenaria pingpienensis,197096
NC_035643.1,genomic DNA,157066,Polyspora speciosa,60439283-2,Theaceae,Polyspora,speciosa,,False,Polyspora speciosa,182316
NC_035644.1,genomic DNA,157065,Pyrenaria khasiana,830407-1,Theaceae,Pyrenaria,khasiana,,False,Pyrenaria khasiana,2021137
NC_035646.1,genomic DNA,157604,Gordonia brenesii,77111944-1,Theaceae,Gordonia,brenesii,,False,Gordonia brandegeei,182305
NC_035647.1,genomic DNA,158410,Stewartia crassifolia,988029-1,Theaceae,Stewartia,crassifolia,,False,Stewartia crassifolia,941567
NC_035648.1,genomic DNA,156292,Polyspora dalglieshiana,77118360-1,Theaceae,Polyspora,dalglieshiana,,False,Polyspora dalgleishiana,2021136
NC_035649.1,genomic DNA,158450,Stewartia cordifolia,988037-1,Theaceae,Stewartia,cordifolia,,False,Stewartia cordifolia,941568
NC_035650.1,genomic DNA,158433,Stewartia rubiginosa,830454-1,Theaceae,Stewartia,rubiginosa,,False,Stewartia rubiginosa,941581
NC_035651.1,genomic DNA,157070,Camellia szechuanensis,829980-1,Theaceae,Camellia,szechuanensis,,False,Camellia szechuanensis,542752
NC_035652.1,genomic DNA,156751,Camellia elongata,829900-1,Theaceae,Camellia,elongata,,False,Camellia elongata,674061
NC_035653.1,genomic DNA,156344,Adinandra angustifolia,77088772-1,Pentaphylacaceae,Adinandra,angustifolia,,False,Adinandra angustifolia,2021135
NC_035654.1,genomic DNA,157508,Diospyros strigosa,323050-1,Ebenaceae,Diospyros,strigosa,,False,Diospyros strigosa,1938279
NC_035657.1,genomic DNA,160117,Magnolia insignis,554743-1,Magnoliaceae,Magnolia,insignis,,False,Magnolia insignis,86749
NC_035661.1,genomic DNA,155951,Barthea barthei,50880183-1,Melastomataceae,Barthea,barthei,,False,Barthea barthei,1898640
NC_035662.1,genomic DNA,157494,Hydrangea luteovenosa,791635-1,Hydrangeaceae,Hydrangea,luteovenosa,,False,Hydrangea luteovenosa,859262
NC_035671.1,genomic DNA,160207,Eriolobus trilobatus,724830-1,Rosaceae,Eriolobus,trilobatus,,False,Malus trilobata,106570
NC_035672.1,genomic DNA,160034,Macromeles tschonoskii,726203-1,Rosaceae,Macromeles,tschonoskii,,False,Malus tschonoskii,106571
NC_035678.1,genomic DNA,156311,Adinandra millettii,828439-1,Pentaphylacaceae,Adinandra,millettii,,False,Adinandra millettii,182329
NC_035680.2,genomic DNA,159861,Nymphaea ampla,605494-1,Nymphaeaceae,Nymphaea,ampla,,False,Nymphaea ampla,299116
NC_035681.1,genomic DNA,151034,Erythronium sibiricum,534964-1,Liliaceae,Erythronium,sibiricum,,False,Erythronium sibiricum,202155
NC_035686.1,genomic DNA,156864,Pyrenaria microcarpa,830409-1,Theaceae,Pyrenaria,microcarpa,,False,Pyrenaria microcarpa,197095
NC_035687.1,genomic DNA,156912,Pyrenaria spectabilis,60439293-2,Theaceae,Pyrenaria,spectabilis,,False,Tutcheria championii,182327
NC_035688.1,genomic DNA,156963,Camellia mairei,829935-1,Theaceae,Camellia,mairei,,False,Camellia mairei,536627
NC_035689.1,genomic DNA,157058,Polyspora longicarpa,60439282-2,Theaceae,Polyspora,longicarpa,,False,Polyspora longicarpa,182307
NC_035690.1,genomic DNA,158520,Stewartia pteropetiolata,830461-1,Theaceae,Stewartia,pteropetiolata,,False,Stewartia pteropetiolata,182309
NC_035691.1,genomic DNA,158376,Stewartia malacodendron,829514-1,Theaceae,Stewartia,malacodendron,,False,Stewartia malacodendron,182322
NC_035692.1,genomic DNA,157626,Franklinia alatamaha,105657-2,Theaceae,Franklinia,alatamaha,,False,Franklinia alatamaha,182302
NC_035693.1,genomic DNA,156725,Polyspora hainanensis,77068325-1,Theaceae,Polyspora,hainanensis,,False,Polyspora hainanensis,182315
NC_035694.1,genomic DNA,156732,Pyrenaria oblongicarpa,902872-1,Theaceae,Pyrenaria,oblongicarpa,,False,Pyrenaria oblongicarpa,197086
NC_035695.1,genomic DNA,158416,Stewartia ovata,245581-2,Theaceae,Stewartia,ovata,,False,Stewartia ovata,155545
NC_035696.1,genomic DNA,158425,Stewartia calcicola,988036-1,Theaceae,Stewartia,calcicola,,False,Stewartia calcicola,184083
NC_035697.1,genomic DNA,158409,Stewartia pseudocamellia,829521-1,Theaceae,Stewartia,pseudocamellia,,False,Stewartia pseudocamellia,59679
NC_035698.1,genomic DNA,158077,Stewartia rostrata,830453-1,Theaceae,Stewartia,rostrata,,False,Stewartia rostrata,184084
NC_035699.1,genomic DNA,157705,Gordonia lasianthus,830294-1,Theaceae,Gordonia,lasianthus,,False,Gordonia lasianthus,182306
NC_035700.1,genomic DNA,157214,Gordonia fruticosa,112597-2,Theaceae,Gordonia,fruticosa,,False,Gordonia fruticosa,182312
NC_035701.1,genomic DNA,158927,Barringtonia fusicarpa,104061-1,Lecythidaceae,Barringtonia,fusicarpa,,False,Barringtonia fusicarpa,129297
NC_035702.1,genomic DNA,156992,Symplocos paniculata,827233-1,Symplocaceae,Symplocos,paniculata,,True,Symplocos paniculata,55373
NC_035703.1,genomic DNA,157834,Diospyros dumetorum,322339-1,Ebenaceae,Diospyros,dumetorum,,False,Diospyros dumetorum,210373
NC_035704.1,genomic DNA,157102,Pyrenaria diospyricarpa,829231-1,Theaceae,Pyrenaria,diospyricarpa,,False,Pyrenaria diospyricarpa,194715
NC_035705.1,genomic DNA,159002,Barringtonia racemosa,155081-3,Lecythidaceae,Barringtonia,racemosa,,False,Barringtonia racemosa,107821
NC_035706.1,genomic DNA,157753,Ternstroemia gymnanthera,830525-1,Pentaphylacaceae,Ternstroemia,gymnanthera,,False,Ternstroemia gymnanthera,107827
NC_035707.1,genomic DNA,161319,Sladenia celastrifolia,829483-1,Sladeniaceae,Sladenia,celastrifolia,,False,Sladenia celastrifolia,125053
NC_035708.2,genomic DNA,157095,Symplocos costaricana,827064-1,Symplocaceae,Symplocos,costaricana,,False,Symplocos costaricana,335940
NC_035709.1,genomic DNA,158182,Anneslea fragrans,828450-1,Pentaphylacaceae,Anneslea,fragrans,,False,Anneslea fragrans,182331
NC_035710.1,genomic DNA,156132,Pentaphylax euryoides,829219-1,Pentaphylacaceae,Pentaphylax,euryoides,,False,Pentaphylax euryoides,125047
NC_035711.1,genomic DNA,158760,Sinojackia rehderiana,826671-1,Styracaceae,Sinojackia,rehderiana,,False,Sinojackia rehderiana,55371
NC_035712.1,genomic DNA,157131,Melliodendron xylocarpum,826613-1,Styracaceae,Melliodendron,xylocarpum,,False,Melliodendron xylocarpum,167985
NC_035718.1,genomic DNA,154405,Paeonia delavayi,711767-1,Paeoniaceae,Paeonia,delavayi,,False,Paeonia delavayi,40707
NC_035719.1,genomic DNA,149916,Gentiana macrophylla,368470-1,Gentianaceae,Gentiana,macrophylla,,True,Gentiana macrophylla,50765
NC_035723.1,genomic DNA,168985,Musa itinerans,584951-1,Musaceae,Musa,itinerans,,False,Musa itinerans,574487
NC_035724.1,genomic DNA,155580,Solanum dulcamara,285213-2,Solanaceae,Solanum,dulcamara,,False,Solanum dulcamara,45834
NC_035727.1,genomic DNA,157147,Citrullus colocynthis,291930-1,Cucurbitaceae,Citrullus,colocynthis,,False,Citrullus colocynthis,252529
NC_035729.1,genomic DNA,151707,Caryopteris mongholica,861594-1,Lamiaceae,Caryopteris,mongholica,,False,Caryopteris mongholica,201515
NC_035732.1,genomic DNA,135041,Coelachne africana,396445-1,Poaceae,Coelachne,africana,,False,Coelachne africana,1262102
NC_035738.1,genomic DNA,151284,Athyrium anisopterum,17054230-1,Aspleniaceae,Athyrium,anisopterum,,False,Athyrium anisopterum,2023749
NC_035739.1,genomic DNA,156998,Lepisorus clathratus,17336600-1,Polypodiaceae,Lepisorus,clathratus,,False,Lepisorus clathratus,253749
NC_035742.1,genomic DNA,155254,Solanum pennellii,239475-2,Solanaceae,Solanum,pennellii,,False,Solanum pennellii,28526
NC_035743.1,genomic DNA,155531,Salix oreinoma,778359-1,Salicaceae,Salix,oreinoma,,False,Salix oreinoma,2019967
NC_035744.1,genomic DNA,155671,Salix tetrasperma,779018-1,Salicaceae,Salix,tetrasperma,,False,Salix tetrasperma,75722
NC_035745.1,genomic DNA,152094,Dendrobium moniliforme,628025-1,Orchidaceae,Dendrobium,moniliforme,,False,Dendrobium candidum,431188
NC_035750.1,genomic DNA,141356,Miscanthus floridulus,408736-1,Poaceae,Miscanthus,floridulus,,False,Miscanthus floridulus,154761
NC_035751.1,genomic DNA,141149,Miscanthus junceus,408745-1,Poaceae,Miscanthus,junceus,,False,Miscanthus junceus,106893
NC_035752.1,genomic DNA,141266,Miscanthus sinensis,408768-1,Poaceae,Miscanthus,sinensis,,False,Miscanthus transmorrisonensis,74665
NC_035753.1,genomic DNA,141345,Miscanthus × longiberbis,408749-1,Poaceae,Miscanthus,longiberbis,,False,Miscanthus x giganteus,183674
NC_035760.1,genomic DNA,164871,Siphocampylus krauseanus,236805-2,Campanulaceae,Siphocampylus,krauseanus,,False,Siphocampylus krauseanus,1795068
NC_035761.1,genomic DNA,165515,Centropogon nigricans,51715-2,Campanulaceae,Centropogon,nigricans,,False,Centropogon nigricans,434394
NC_035762.1,genomic DNA,165511,Burmeistera sodiroana,38491-2,Campanulaceae,Burmeistera,sodiroana,,False,Burmeistera sodiroana,434381
NC_035763.1,genomic DNA,165288,Burmeistera smaragdi,323867-2,Campanulaceae,Burmeistera,smaragdi,,False,Burmeistera smaragdi,434380
NC_035764.1,genomic DNA,165466,Burmeistera rubrosepala,38490-2,Campanulaceae,Burmeistera,rubrosepala,,False,Burmeistera rubrosepala,434379
NC_035765.1,genomic DNA,166128,Burmeistera resupinata,38487-2,Campanulaceae,Burmeistera,resupinata,,False,Burmeistera resupinata,434377
NC_035766.1,genomic DNA,165353,Burmeistera pirrensis,38478-2,Campanulaceae,Burmeistera,pirrensis,,False,Burmeistera pirrensis,1899344
NC_035767.1,genomic DNA,164989,Burmeistera parviflora,38473-2,Campanulaceae,Burmeistera,parviflora,,False,Burmeistera parviflora,1582538
NC_035768.1,genomic DNA,164048,Burmeistera oyacachensis,897139-1,Campanulaceae,Burmeistera,oyacachensis,,False,Burmeistera oyacachensis,434375
NC_035769.1,genomic DNA,165367,Burmeistera lutosa,38452-2,Campanulaceae,Burmeistera,lutosa,,False,Burmeistera lutosa,434373
NC_035770.1,genomic DNA,165888,Burmeistera loejtnantii,897137-1,Campanulaceae,Burmeistera,loejtnantii,,False,Burmeistera loejtnantii,1899343
NC_035771.1,genomic DNA,165222,Burmeistera fuscoapicata,38435-2,Campanulaceae,Burmeistera,fuscoapicata,,False,Burmeistera fuscoapicata,1902834
NC_035772.1,genomic DNA,165547,Burmeistera domingensis,897133-1,Campanulaceae,Burmeistera,domingensis,,False,Burmeistera domingensis,368665
NC_035773.1,genomic DNA,164865,Burmeistera cylindrocarpa,38428-2,Campanulaceae,Burmeistera,cylindrocarpa,,False,Burmeistera cylindrocarpa,434370
NC_035774.1,genomic DNA,165032,Burmeistera cyclostigmata,38426-2,Campanulaceae,Burmeistera,cyclostigmata,,False,Burmeistera cyclostigmata,368664
NC_035775.1,genomic DNA,165350,Burmeistera crispiloba,38424-2,Campanulaceae,Burmeistera,crispiloba,,False,Burmeistera crispiloba,360843
NC_035776.1,genomic DNA,165820,Burmeistera ceratocarpa,38414-2,Campanulaceae,Burmeistera,ceratocarpa,,False,Burmeistera ceratocarpa,434368
NC_035777.1,genomic DNA,163961,Burmeistera borjensis,897131-1,Campanulaceae,Burmeistera,borjensis,,False,Burmeistera borjensis,434367
NC_035778.1,genomic DNA,165772,Burmeistera auriculata,60438469-2,Campanulaceae,Burmeistera,auriculata,,False,Burmeistera auriculata,434366
NC_035802.1,genomic DNA,152675,Cinnamomum micranthum,463553-1,Lauraceae,Cinnamomum,micranthum,,False,Cinnamomum micranthum,337465
NC_035807.1,genomic DNA,156603,Schizaea elegans,17220460-1,Schizaeaceae,Schizaea,elegans,,False,Schizaea elegans,180990
NC_035808.1,genomic DNA,156392,Schizaea pectinata,17220610-1,Schizaeaceae,Schizaea,pectinata,,False,Schizaea pectinata,148576
NC_035829.1,genomic DNA,146860,Pelatantheria scolopendrifolia,945244-1,Orchidaceae,Pelatantheria,scolopendrifolia,,False,Pelatantheria scolopendrifolia,331189
NC_035830.1,genomic DNA,146183,Gastrochilus fuscopunctatus,635426-1,Orchidaceae,Gastrochilus,fuscopunctatus,,False,Gastrochilus fuscopunctatus,2025843
NC_035831.2,genomic DNA,149220,Thrixspermum japonicum,660226-1,Orchidaceae,Thrixspermum,japonicum,,False,Thrixspermum japonicum,1499537
NC_035832.1,genomic DNA,142996,Oberonia japonica,645863-1,Orchidaceae,Oberonia,japonica,,False,Oberonia japonica,1306921
NC_035833.1,genomic DNA,147697,Gastrochilus japonicus,635439-1,Orchidaceae,Gastrochilus,japonicus,,False,Gastrochilus japonicus,225553
NC_035834.1,genomic DNA,155353,Pecteilis radiata,649919-1,Orchidaceae,Pecteilis,radiata,,False,Habenaria radiata,342001
NC_035835.1,genomic DNA,151772,Thelypteris prolifera,17460930-1,Aspleniaceae,Thelypteris,prolifera,,False,Ampelopteris prolifera,1132527
NC_035836.1,genomic DNA,151068,Athyrium sheareri,17307000-1,Aspleniaceae,Athyrium,sheareri,,False,Athyrium sheareri,65703
NC_035837.1,genomic DNA,152479,Asplenium sarelii subsp. pekinense,77113948-1,Aspleniaceae,Asplenium,sarelii,pekinense,False,Asplenium pekinense,265675
NC_035838.1,genomic DNA,151115,Asplenium prolongatum,17304410-1,Aspleniaceae,Asplenium,prolongatum,,False,Asplenium prolongatum,78457
NC_035840.1,genomic DNA,150202,Blechnum melanocaulon,17574410-1,Aspleniaceae,Blechnum,melanocaulon,,False,Austroblechnum melanocaulon,1329983
NC_035841.1,genomic DNA,150979,Athyrium opacum,17241830-1,Aspleniaceae,Athyrium,opacum,,False,Athyrium opacum,872479
NC_035842.1,genomic DNA,151571,Thelypteris procera,77100209-1,Aspleniaceae,Thelypteris,procera,,False,Christella appendiculata,2023766
NC_035843.1,genomic DNA,151269,Cystopteris chinensis,77205615-1,Aspleniaceae,Cystopteris,chinensis,,False,Cystopteris chinensis,1565408
NC_035844.1,genomic DNA,151011,Deparia lancea,17569920-1,Aspleniaceae,Deparia,lancea,,False,Deparia lancea,104666
NC_035845.1,genomic DNA,151126,Deparia pycnosora,17554450-1,Aspleniaceae,Deparia,pycnosora,,False,Deparia pycnosora,65729
NC_035846.1,genomic DNA,150939,Deparia viridifrons,17554470-1,Aspleniaceae,Deparia,viridifrons,,False,Deparia viridifrons,65730
NC_035847.1,genomic DNA,151934,Diplaziopsis cavaleriana,17245830-1,Aspleniaceae,Diplaziopsis,cavaleriana,,False,Diplaziopsis cavaleriana,208742
NC_035848.1,genomic DNA,151496,Diplaziopsis javanica,17085560-1,Aspleniaceae,Diplaziopsis,javanica,,False,Diplaziopsis javanica,1030390
NC_035849.1,genomic DNA,151601,Diplazium bellum,60472970-2,Aspleniaceae,Diplazium,bellum,,False,Diplazium bellum,1392673
NC_035850.1,genomic DNA,151114,Diplazium dilatatum,17320890-1,Aspleniaceae,Diplazium,dilatatum,,False,Diplazium dilatatum,86694
